assembly	n_18S	n_28S	n_full_units	n_5S_units	n_5S_arrays	largest_5S_array	largest_5S_left	largest_5S_right	DJ_copy_eq	n_DJ_copies	n_arrays	n_arrays_ge2	n_arrays_ge10	largest_array	n_closed	units_in_closed	n_closed_DJ	n_periods	n_periods_identical	period_median	n_periods_outside_40_50kb	sides_contig_end	sides_gap	sides_flank	person	haplotype	method	version	phasing	source	censat_rdna_bp	group
HG01361_mat_hprc_r2_v1.0.1	123	119	78	87	1	87	flank	flank	5.367	5	31	25	2	13	1	8	1	92	0	45031.0	8	52	0	10	HG01361	mat	hifiasm	0.19.9	trio	hprc	4360491.0	hifiasm trio (0.19.9)
NA19909_hap2_hprc_r2_v1.0.1	129	127	107	169	1	169	flank	flank	6.001	6	28	24	4	15	2	17	2	101	2	44398.0	1	47	0	9	NA19909	hap2	hifiasm	0.19.9	hic	hprc	5014024.0	hifiasm Hi-C (0.19.8-9)
HG00290_hap2_hprc_r2_v1.0.1	159	156	104	90	1	90	flank	flank	4.232	4	28	23	6	19	1	2	1	131	2	44308.0	5	44	2	10	HG00290	hap2	hifiasm	0.19.9	hic	hprc	5963054.0	hifiasm Hi-C (0.19.8-9)
HG03688_mat_hprc_r2_v1.0.1	140	132	97	98	1	98	flank	flank	4.885	5	49	30	2	15	0	0	0	91	0	44775.0	4	88	0	10	HG03688	mat	hifiasm	0.19.7	trio	hprc	4415096.0	hifiasm trio (0.19.7)
NA18959_hap2_hprc_r2_v1.0.1	143	139	106	73	1	73	flank	flank	6.951	7	30	27	5	18	4	18	4	113	0	44917.0	3	40	5	15	NA18959	hap2	hifiasm	0.19.8	hic	hpp	5557897.0	hifiasm Hi-C (0.19.8-9)
HG01346_pat_hprc_r2_v1.0.1	115	108	74	39	1	39	flank	flank	4.966	5	33	26	1	15	1	4	1	82	0	44826.0	5	56	0	10	HG01346	pat	hifiasm	0.19.7	trio	hprc	4170173.0	hifiasm trio (0.19.7)
HG02976_hap2_hprc_r2_v1.0.1	167	166	129	142	1	142	flank	flank	5.899	6	35	31	4	22	0	0	0	132	0	44270.0	2	59	0	11	HG02976	hap2	hifiasm	0.19.9	hic	hprc	5478307.0	hifiasm Hi-C (0.19.8-9)
HG03521_hap2_hprc_r2_v1.0.1	173	168	125	153	1	153	flank	flank	6.379	6	31	24	6	15	1	15	1	142	0	44219.5	1	49	1	12	HG03521	hap2	hifiasm	0.19.9	hic	hprc	5999336.0	hifiasm Hi-C (0.19.8-9)
HG02583_hap1_hprc_r2_v1.0.1	151	145	135	99	1	99	flank	flank	4.882	5	23	22	6	24	2	27	2	128	0	44946.5	1	37	0	9	HG02583	hap1	hifiasm	0.19.9	hic	hprc	5324549.0	hifiasm Hi-C (0.19.8-9)
HG02717_mat_hprc_r2_v1.0.1	125	121	87	57	1	57	flank	flank	3.936	4	41	29	1	10	0	0	0	84	0	44907.5	1	73	0	9	HG02717	mat	hifiasm	0.19.9	trio	hprc	4228253.0	hifiasm trio (0.19.9)
NA18960_hap1_hprc_r2_v1.0.1	133	126	109	50	1	50	flank	flank	6.711	7	24	20	2	21	4	21	4	109	0	44822.0	6	30	4	14	NA18960	hap1	hifiasm	0.19.8	hic	hpp	5015450.0	hifiasm Hi-C (0.19.8-9)
HG02293_pat_hprc_r2_v1.0.1	106	104	84	157	2	94	flank	flank	4.406	4	41	24	1	17	1	3	1	65	0	44773.0	0	72	0	10	HG02293	pat	hifiasm	0.19.7	trio	hprc	3379128.0	hifiasm trio (0.19.7)
NA18971_hap2_hprc_r2_v1.0.1	137	132	112	61	1	61	flank	flank	3.283	3	24	21	3	17	0	0	0	113	4	44861.0	4	38	5	5	NA18971	hap2	hifiasm	0.19.9	hic	hprc	4528677.0	hifiasm Hi-C (0.19.8-9)
HG00235_hap2_hprc_r2_v1.0.1	101	95	77	73	1	73	flank	flank	5.963	6	20	16	3	13	2	7	2	81	0	44885.0	4	27	2	11	HG00235	hap2	hifiasm	0.19.9	hic	hprc	3987560.0	hifiasm Hi-C (0.19.8-9)
NA18948_hap1_hprc_r2_v1.0.1	113	110	85	74	1	74	flank	flank	3.152	3	17	14	4	22	2	16	2	96	0	44780.5	1	24	2	8	NA18948	hap1	hifiasm	0.19.8	hic	hpp	4628070.0	hifiasm Hi-C (0.19.8-9)
HG03654_pat_hprc_r2_v1.0.1	60	57	34	84	1	84	flank	flank	5.042	5	22	14	0	9	1	3	1	38	0	44810.0	1	34	0	10	HG03654	pat	hifiasm	0.19.7	trio	hprc	1991008.0	hifiasm trio (0.19.7)
NA18983_hap1_hprc_r2_v1.0.1	200	192	133	70	1	70	flank	flank	3.733	3	47	41	4	15	0	0	0	153	2	44833.0	7	81	3	10	NA18983	hap1	hifiasm	0.19.9	hic	hprc	7426692.0	hifiasm Hi-C (0.19.8-9)
HG00642_pat_hprc_r2_v1.0.1	63	59	42	48	1	48	flank	flank	4.914	4	27	18	0	6	2	11	2	36	0	44866.5	1	43	1	10	HG00642	pat	hifiasm	0.19.7	trio	hprc	1725663.0	hifiasm trio (0.19.7)
NA20503_hap2_hprc_r2_v1.0.1	22	18	2	59	2	31	gap	flank	3.192	3	13	6	0	4	0	0	0	9	0	50105.0	7	14	5	7	NA20503	hap2	verkko	2.2.1	hic	hpp	734100.0	Verkko
NA20805_hap1_hprc_r2_v1.0.1	104	97	77	76	1	76	flank	flank	4.894	5	27	22	2	11	1	4	1	77	0	44779.0	8	45	0	9	NA20805	hap1	hifiasm	0.19.9	hic	hprc	3976048.0	hifiasm Hi-C (0.19.8-9)
HG03540_pat_hprc_r2_v1.0.1	156	151	120	73	1	73	flank	flank	5.119	5	57	43	0	7	1	5	1	99	0	44303.0	0	103	1	10	HG03540	pat	hifiasm	0.19.7	trio	hprc	5073671.0	hifiasm trio (0.19.7)
HG01884_mat_hprc_r2_v1.0.1	113	103	73	95	1	95	flank	flank	5.182	5	39	33	0	8	1	2	1	74	0	44845.0	2	68	0	10	HG01884	mat	hifiasm	0.19.7	trio	hprc	3750342.0	hifiasm trio (0.19.7)
HG01960_pat_hprc_r2_v1.0.1	73	71	56	84	1	84	flank	flank	4.986	5	16	16	1	13	1	2	1	57	0	44180.0	2	23	0	9	HG01960	pat	hifiasm	0.19.9	trio	hprc	2597431.0	hifiasm trio (0.19.9)
HG04115_pat_hprc_r2_v1.0.1	100	97	65	130	1	130	flank	flank	4.99	5	27	21	2	11	0	0	0	73	0	44941.0	6	42	2	10	HG04115	pat	hifiasm	0.19.7	trio	hprc	3491225.0	hifiasm trio (0.19.7)
HG00133_hap2_hprc_r2_v1.0.1	91	84	62	154	1	154	flank	flank	5.102	5	18	16	1	14	1	4	1	73	0	44856.0	1	26	0	10	HG00133	hap2	hifiasm	0.19.9	hic	hprc	3542383.0	hifiasm Hi-C (0.19.8-9)
HG00544_pat_hprc_r2_v1.0.1	80	69	55	60	1	60	flank	flank	4.942	5	22	17	1	10	2	5	2	58	0	44943.5	1	34	0	10	HG00544	pat	hifiasm	0.19.9	trio	hprc	2790263.0	hifiasm trio (0.19.9)
HG01786_hap1_hprc_r2_v1.0.1	173	168	127	97	1	97	flank	flank	4.081	4	39	32	3	17	0	0	0	134	0	44593.5	1	66	3	9	HG01786	hap1	hifiasm	0.19.9	hic	hprc	5960600.0	hifiasm Hi-C (0.19.8-9)
HG02056_pat_hprc_r2_v1.0.1	118	114	81	70	1	70	flank	flank	4.91	5	35	27	2	11	1	6	1	83	0	44798.0	3	60	0	10	HG02056	pat	hifiasm	0.19.7	trio	hprc	4107268.0	hifiasm trio (0.19.7)
NA21309_pat_hprc_r2_v1.0.1	82	78	57	80	1	80	flank	flank	4.936	5	24	16	0	8	2	8	2	58	0	44944.0	1	38	0	10	NA21309	pat	hifiasm	0.19.9	trio	hprc	2927500.0	hifiasm trio (0.19.9)
HG02559_pat_hprc_r2_v1.0.1	87	83	65	81	1	81	flank	flank	5.027	5	26	22	1	14	2	17	2	61	0	44290.0	3	42	0	10	HG02559	pat	hifiasm	0.19.7	trio	hprc	3080340.0	hifiasm trio (0.19.7)
HG00099_hap2_hprc_r2_v1.0.1	213	201	149	99	1	99	flank	flank	7.572	8	46	35	10	13	2	19	2	167	0	44900.0	16	76	2	14	HG00099	hap2	hifiasm	0.19.9	hic	hprc	7871848.0	hifiasm Hi-C (0.19.8-9)
NA19776_hap2_hprc_r2_v1.0.1	151	145	93	66	1	66	flank	flank	4.032	4	28	24	6	15	1	15	1	123	0	44935.0	15	46	0	10	NA19776	hap2	hifiasm	0.19.9	hic	hprc	6005965.0	hifiasm Hi-C (0.19.8-9)
HG02015_mat_hprc_r2_v1.0.1	81	74	59	80	1	80	flank	flank	5.004	5	30	22	0	7	2	13	2	51	0	44867.0	0	50	0	10	HG02015	mat	hifiasm	0.19.7	trio	hprc	2611545.0	hifiasm trio (0.19.7)
HG02886_pat_hprc_r2_v1.0.1	143	139	108	86	1	86	flank	flank	3.947	4	38	30	2	19	1	12	0	105	2	44367.0	2	67	0	9	HG02886	pat	hifiasm	0.19.7	trio	hprc	5185050.0	hifiasm trio (0.19.7)
HG00097_hap1_hprc_r2_v1.0.1	172	167	117	86	1	86	flank	flank	4.909	5	41	35	5	12	2	13	2	130	2	44357.0	8	70	2	10	HG00097	hap1	hifiasm	0.19.9	hic	hprc	6065258.0	hifiasm Hi-C (0.19.8-9)
HG02071_mat_hprc_r2_v1.0.1	97	96	55	80	1	80	flank	flank	5.106	4	35	26	1	10	0	0	0	62	0	44833.5	6	60	0	10	HG02071	mat	hifiasm	0.19.9	trio	hprc	3237918.0	hifiasm trio (0.19.9)
