assembly_name	status	n_regions	bp_extracted	est_bytes_fetched	seconds	bp_rdna_censat	bp_acro_parm	bp_unplaced_rdna	bp_5S_locus	n_acro_contigs_taken	n_acro_contigs_skipped	n_orientation_reversed	n_orientation_conflict	sequence_refetched	unplaced_tilescan_added	n_unplaced_tilescan_added	5S_method	5S_contig	5S_core	5S_left	5S_right	notes
HG02647_mat_hprc_r2_v1.0.1	ok	41	114904580	28012003	51.6	76176498	107168673	5257913	865767	17	2	5	0	True	HG02647#2#JBHDSQ010000067.1	1	chain_both_flanks	HG02647#2#CM086570.1	227024316-227290083	HG02647#2#CM086570.1:226865899-227024316(+,158336bp)	HG02647#2#CM086570.1:227290083-227490492(+,199417bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 249545 bp)
HG02698_mat_hprc_r2_v1.0.1	ok	26	93844516	21475084	0.5	81023265	82515047	8895990	821251	12	1	5	0	False		0	chain_both_flanks	HG02698#2#JBHDTM010000033.1	88338784-88560035	HG02698#2#JBHDTM010000033.1:88180484-88338784(+,158190bp)	HG02698#2#JBHDTM010000033.1:88560035-88760239(+,199468bp)	
HG03654_mat_hprc_r2_v1.0.1	ok	54	93977774	21963615	69.3	75651236	83748854	7840562	776130	25	1	3	0	True	HG03654#2#JBHDTO010000090.1	1	chain_both_flanks	HG03654#2#JBHDTO010000002.1	71004612-71180742	HG03654#2#JBHDTO010000002.1:70846271-71004612(+,158321bp)	HG03654#2#JBHDTO010000002.1:71180742-71381178(+,199518bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 1610227 bp)
HG03669_mat_hprc_r2_v1.0.1	ok	37	81666546	18566142	6.7	80807943	69386690	9862070	805558	13	1	4	0	False		0	chain_both_flanks	HG03669#2#CM086742.1	226877506-227083064	HG03669#2#CM086742.1:226719155-226877506(+,158241bp)	HG03669#2#CM086742.1:227083064-227282767(+,199603bp)	
HG03688_mat_hprc_r2_v1.0.1	ok	54	84685834	20105548	39.4	83357413	70811578	11440807	821221	11	0	4	0	True	HG03688#2#JBHDTK010000028.1,HG03688#2#JBHDTK010000080.1,HG03688#2#JBHDTK010000089.1,HG03688#2#JBHDTK010000096.1	4	chain_both_flanks	HG03688#2#CM086813.1	221389267-221610488	HG03688#2#CM086813.1:221230978-221389267(+,158225bp)	HG03688#2#CM086813.1:221610488-221810148(+,199573bp)	4 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 3988646 bp)
HG03704_mat_hprc_r2_v1.0.1	ok	28	103043274	25544294	62.0	76651112	99925992	827257	677797	14	2	3	0	True	HG03704#2#JBHDRM010000023.1	1	chain_both_flanks	HG03704#2#JBHDRM010000041.1	80722248-80800045	HG03704#2#JBHDRM010000041.1:80564054-80722248(+,158099bp)	HG03704#2#JBHDRM010000041.1:80800045-80999725(+,199585bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 2765194 bp)
HG03710_mat_hprc_r2_v1.0.1	ok	40	81438926	17614036	16.1	78077277	75945824	2996866	884008	15	2	4	0	True	HG03710#2#JBHDTQ010000067.1	1	chain_both_flanks	HG03710#2#CM086879.1	224738169-225022177	HG03710#2#CM086879.1:224579826-224738169(+,158232bp)	HG03710#2#CM086879.1:225022177-225221791(+,199581bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 56687 bp)
HG03831_mat_hprc_r2_v1.0.1	ok	58	91277782	21278630	50.9	77562595	79546093	9300543	818918	21	3	8	0	True	HG03831#2#JBHDSO010000024.1,HG03831#2#JBHDSO010000027.1,HG03831#2#JBHDSO010000036.1,HG03831#2#JBHDSO010000043.1	4	chain_both_flanks	HG03831#2#JBHDSO010000052.1	226136265-226355183	HG03831#2#JBHDSO010000052.1:225977945-226136265(+,158191bp)	HG03831#2#JBHDSO010000052.1:226355183-226555554(+,199500bp)	4 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 458521 bp)
HG03927_mat_hprc_r2_v1.0.1	ok	49	85452497	19892499	8.9	72234027	74824211	8262278	753780	15	0	3	0	False		0	chain_both_flanks	HG03927#2#JBHDSW010000048.1	219808321-219962101	HG03927#2#JBHDSW010000048.1:219649967-219808321(+,158204bp)	HG03927#2#JBHDSW010000048.1:219962101-220161708(+,199573bp)	
HG04115_mat_hprc_r2_v1.0.1	ok	51	102436404	25201597	2.3	84973827	82216351	17860427	747398	15	2	0	0	False		0	chain_both_flanks	HG04115#2#CM086763.1	234751870-234899268	HG04115#2#CM086763.1:234593519-234751870(+,158231bp)	HG04115#2#CM086763.1:234899268-235098937(+,199628bp)	
HG04184_mat_hprc_r2_v1.0.1	ok	57	105001503	24823726	31.1	91732016	92646357	9993450	749468	14	3	5	0	True	HG04184#2#JBHDSI010000031.1,HG04184#2#JBHDSI010000068.1	2	chain_both_flanks	HG04184#2#CM086468.1	220099348-220248816	HG04184#2#CM086468.1:219941080-220099348(+,158188bp)	HG04184#2#CM086468.1:220248816-220448447(+,199600bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 418680 bp)
HG04199_mat_hprc_r2_v1.0.1	ok	46	82386870	20589501	24.3	81011131	71790601	8218899	765142	14	1	6	0	True	HG04199#2#JBHDTI010000021.1,HG04199#2#JBHDTI010000024.1,HG04199#2#JBHDTI010000057.1,HG04199#2#JBHDTI010000070.1	4	chain_both_flanks	HG04199#2#CM086789.1	226918620-227083762	HG04199#2#CM086789.1:226760371-226918620(+,158149bp)	HG04199#2#CM086789.1:227083762-227284199(+,199508bp)	4 unplaced contig(s) without CenSat rDNA label added by tile screen (7 screened, 6331763 bp)
HG02738_mat_hprc_r2_v1.0.1	ok	28	79461722	18452257	32.3	73308219	70988361	6084836	776298	12	4	5	0	True	HG02738#2#JBJXQK010000022.1,HG02738#2#JBJXQK010000047.1,HG02738#2#JBJXQK010000058.1	3	chain_both_flanks	HG02738#2#CM099928.1	223833349-224009647	HG02738#2#CM099928.1:223675092-223833349(+,158166bp)	HG02738#2#CM099928.1:224009647-224209259(+,199558bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 4632492 bp)
HG00621_mat_hprc_r2_v1.0.1	ok	29	79144033	18636804	25.1	78331146	67965924	8814419	751462	11	1	3	0	True	HG00621#2#JAHBCC020000052.1	1	chain_both_flanks	HG00621#2#JAHBCC020000029.1	227373253-227524715	HG00621#2#JAHBCC020000029.1:227214946-227373253(+,158192bp)	HG00621#2#JAHBCC020000029.1:227524715-227724416(+,199583bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 61425 bp)
HG00741_mat_hprc_r2_v1.0.1	ok	30	78148088	16988262	26.7	77244633	71361071	4847004	730845	13	2	5	0	True	HG00741#2#JAHALX020000019.1	1	chain_both_flanks	HG00741#2#JAHALX020000033.1	230500246-230631091	HG00741#2#JAHALX020000033.1:230343542-230500246(+,156636bp)	HG00741#2#JAHALX020000033.1:230631091-230830719(+,199535bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 120458 bp)
HG01106_mat_hprc_r2_v1.0.1	ok	44	85579122	21556656	30.6	58234642	70616097	12491416	859381	12	0	2	0	True	HG01106#2#JAHAMB020000080.1,HG01106#2#JAHAMB020000081.1	2	chain_both_flanks	HG01106#2#CM087963.1	226520184-226779565	HG01106#2#CM087963.1:226361893-226520184(+,158180bp)	HG01106#2#CM087963.1:226779565-226979795(+,199446bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (10 screened, 8298827 bp)
HG01175_mat_hprc_r2_v1.0.1	ok	26	95478009	22303980	34.2	73871995	92361874	741267	762640	13	1	4	0	True	HG01175#2#JAHALZ020000056.1	1	chain_both_flanks	HG01175#2#JAHALZ020000003.1	86938809-87101449	HG01175#2#JAHALZ020000003.1:86780470-86938809(+,158232bp)	HG01175#2#JAHALZ020000003.1:87101449-87301045(+,199570bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 132651 bp)
HG01258_mat_hprc_r2_v1.0.1	ok	49	88652399	20860183	35.0	69162547	68493832	17778911	767428	12	1	2	0	True	HG01258#2#JAGYYU020000065.1,HG01258#2#JAGYYU020000070.1	2	chain_both_flanks	HG01258#2#JAGYYU020000015.1	98844754-99012182	HG01258#2#JAGYYU020000015.1:98686525-98844754(+,158151bp)	HG01258#2#JAGYYU020000015.1:99012182-99211908(+,199339bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 6292197 bp)
HG01891_mat_hprc_r2_v1.0.1	ok	36	90466176	20896765	45.4	75412167	85284731	2740237	828980	20	3	5	0	True	HG01891#2#JAGYVN020000029.1	1	chain_both_flanks	HG01891#2#JAGYVN020000055.1	97926654-98155634	HG01891#2#JAGYVN020000055.1:97769904-97926654(+,156664bp)	HG01891#2#JAGYVN020000055.1:98155634-98355665(+,199550bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 663083 bp)
HG01952_mat_hprc_r2_v1.0.1	ok	38	87194410	20520212	24.8	70640885	76534424	8365490	682268	12	2	2	0	True	HG01952#2#JAHAMD020000018.1,HG01952#2#JAHAMD020000059.1	2	chain_both_flanks	HG01952#2#CM087995.1	220549125-220631393	HG01952#2#CM087995.1:220390849-220549125(+,158190bp)	HG01952#2#CM087995.1:220631393-220831045(+,199589bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 3453333 bp)
HG02148_mat_hprc_r2_v1.0.1	ok	33	76202048	17000017	0.5	68339190	65802663	7943762	843395	11	1	2	0	False		0	chain_both_flanks	HG02148#2#JAHAMF020000011.1	86974583-87217978	HG02148#2#JAHAMF020000011.1:86816214-86974583(+,158245bp)	HG02148#2#JAHAMF020000011.1:87217978-87418347(+,199532bp)	
HG02486_mat_hprc_r2_v1.0.1	ok	29	80462028	18346740	32.7	79538256	64476335	13607057	766408	13	0	2	0	True	HG02486#2#JAGYVL020000043.1	1	chain_both_flanks	HG02486#2#CM088215.1	230214389-230380797	HG02486#2#CM088215.1:230057734-230214389(+,156584bp)	HG02486#2#CM088215.1:230380797-230580999(+,199456bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 2702278 bp)
HG02559_mat_hprc_r2_v1.0.1	ok	46	106888918	26013867	0.5	69673916	92185855	12285784	805052	17	1	2	0	False		0	chain_both_flanks	HG02559#2#JAGYVJ020000036.1	221312344-221517396	HG02559#2#JAGYVJ020000036.1:221156010-221312344(+,156273bp)	HG02559#2#JAGYVJ020000036.1:221517396-221717075(+,199561bp)	
HG02572_mat_hprc_r2_v1.0.1	ok	46	85383904	19363036	31.0	84129570	76822567	6112442	836667	16	3	6	0	True	HG02572#2#JAHAOV020000017.1	1	chain_both_flanks	HG02572#2#CM088168.1	229516173-229752840	HG02572#2#CM088168.1:229357750-229516173(+,158325bp)	HG02572#2#CM088168.1:229752840-229952938(+,199364bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 1982312 bp)
HG02622_mat_hprc_r2_v1.0.1	ok	55	84998100	20122132	3.0	71783266	77000928	5595211	789734	21	0	5	1	False		0	chain_both_flanks	HG02622#2#JAHAON020000005.1	94650011-94839745	HG02622#2#JAHAON020000005.1:94491719-94650011(+,158205bp)	HG02622#2#JAHAON020000005.1:94839745-95040196(+,199457bp)	
HG02886_mat_hprc_r2_v1.0.1	ok	73	98100802	24359868	29.5	78719489	89139147	6530517	818911	36	0	10	0	True	HG02886#2#JAHAOT020000103.1,HG02886#2#JAHAOT020000107.1	2	chain_both_flanks	HG02886#2#CM088124.1	228769594-228988505	HG02886#2#CM088124.1:228611297-228769594(+,158209bp)	HG02886#2#CM088124.1:228988505-229188615(+,199502bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 5974976 bp)
HG03453_mat_hprc_r2_v1.0.1	ok	88	97721560	22101101	39.3	71555273	82038789	13145833	924709	45	2	6	0	True	HG03453#2#JAGYVV020000067.1,HG03453#2#JAGYVV020000113.1	2	chain_both_flanks	HG03453#2#JAGYVV020000006.1	98932667-99257376	HG03453#2#JAGYVV020000006.1:98774403-98932667(+,158181bp)	HG03453#2#JAGYVV020000006.1:99257376-99457490(+,199425bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 5180033 bp)
HG03540_mat_hprc_r2_v1.0.1	ok	54	93392198	23572307	34.0	68391692	83937202	6921085	921692	15	0	5	0	True	HG03540#2#JAGYVX020000077.1	1	chain_both_flanks	HG03540#2#JAGYVX020000002.1	89250742-89572434	HG03540#2#JAGYVX020000002.1:89092498-89250742(+,158164bp)	HG03540#2#JAGYVX020000002.1:89572434-89772518(+,199374bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (7 screened, 7786295 bp)
HG00099_hap2_hprc_r2_v1.0.1	ok	57	99502174	22476493	0.5	91530993	84342339	12724204	823403	28	3	9	1	False		0	chain_both_flanks	HG00099#2#JBHDWP010000003.1	87582573-87805976	HG00099#2#JBHDWP010000003.1:87424213-87582573(+,158246bp)	HG00099#2#JBHDWP010000003.1:87805976-87996759(+,190697bp)	
HG00140_hap2_hprc_r2_v1.0.1	ok	31	81609341	17630528	2.1	80172466	74556956	4731403	708754	14	1	6	0	False		0	chain_both_flanks	HG00140#2#CM087132.1	226143078-226251832	HG00140#2#CM087132.1:225986727-226143078(+,156284bp)	HG00140#2#CM087132.1:226251832-226451446(+,199582bp)	
HG00280_hap2_hprc_r2_v1.0.1	ok	29	72882702	16208986	13.9	71737419	64540640	5987105	742728	12	1	4	0	True	HG00280#2#JBHDWB010000072.1,HG00280#2#JBHDWB010000073.1	2	chain_both_flanks	HG00280#2#JBHDWB010000009.1	83647110-83789838	HG00280#2#JBHDWB010000009.1:83488881-83647110(+,158151bp)	HG00280#2#JBHDWB010000009.1:83789838-83989468(+,199537bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 1027040 bp)
HG00323_hap2_hprc_r2_v1.0.1	ok	44	94072136	21718317	32.1	68749021	81407950	10275737	776221	16	1	3	0	True	HG00323#2#JBHDWN010000024.1,HG00323#2#JBHDWN010000034.1	2	chain_both_flanks	HG00323#2#CM087328.1	229805580-229981801	HG00323#2#CM087328.1:229647200-229805580(+,158308bp)	HG00323#2#CM087328.1:229981801-230182160(+,199495bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 543753 bp)
HG02040_hap2_hprc_r2_v1.0.1	ok	35	83189789	18162983	24.5	79311261	70383031	10436272	758258	15	1	3	0	True	HG02040#2#JBHDWT010000055.1	1	chain_both_flanks	HG02040#2#JBHDWT010000005.1	206907287-207065545	HG02040#2#JBHDWT010000005.1:206748991-206907287(+,158234bp)	HG02040#2#JBHDWT010000005.1:207065545-207265182(+,199619bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 1370451 bp)
HG02165_hap2_hprc_r2_v1.0.1	ok	34	91370201	21414273	36.4	77889142	81464674	7488054	805245	18	2	5	0	True	HG02165#2#JBHDWX010000070.1	1	chain_both_flanks	HG02165#2#JBHDWX010000015.1	88923986-89129231	HG02165#2#JBHDWX010000015.1:88765686-88923986(+,158224bp)	HG02165#2#JBHDWX010000015.1:89129231-89328833(+,199571bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 52760 bp)
HG02273_hap2_hprc_r2_v1.0.1	ok	42	90484000	20743791	2.7	73612751	82867429	5091809	912534	20	4	6	0	False		0	chain_both_flanks	HG02273#2#CM087033.1	223373617-223686151	HG02273#2#CM087033.1:223215295-223373617(+,158224bp)	HG02273#2#CM087033.1:223686151-223885790(+,199584bp)	
HG02922_hap2_hprc_r2_v1.0.1	ok	37	74139049	16456830	24.8	73196499	68981326	2792577	752917	12	1	3	1	True	HG02922#2#JBHDVP010000032.1	1	chain_both_flanks	HG02922#2#JBHDVP010000012.1	76337975-76490892	HG02922#2#JBHDVP010000012.1:76181328-76337975(+,156607bp)	HG02922#2#JBHDVP010000012.1:76490892-76690955(+,199501bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 134697 bp)
HG02965_hap2_hprc_r2_v1.0.1	ok	36	84246173	17334303	28.1	83233636	76028410	5835821	769715	18	1	7	0	True	HG02965#2#JBHDWR010000029.1	1	chain_both_flanks	HG02965#2#CM087385.1	229821716-229991431	HG02965#2#CM087385.1:229663348-229821716(+,158221bp)	HG02965#2#CM087385.1:229991431-230191476(+,199354bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 63352 bp)
HG02976_hap2_hprc_r2_v1.0.1	ok	42	87594166	21372143	50.3	74108388	69495445	15566966	919527	13	1	2	0	True	HG02976#2#JBHDVX010000028.1,HG02976#2#JBHDVX010000048.1	2	chain_both_flanks	HG02976#2#CM087122.1	227474139-227793666	HG02976#2#CM087122.1:227315879-227474139(+,158233bp)	HG02976#2#CM087122.1:227793666-227993745(+,199499bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 4425527 bp)
HG03130_hap2_hprc_r2_v1.0.1	ok	41	75997325	17075713	26.3	60828017	67538651	5982539	863907	21	0	4	1	True	HG03130#2#JBHDWJ010000018.1,HG03130#2#JBHDWJ010000046.1	2	chain_both_flanks	HG03130#2#CM087266.1	235219343-235483250	HG03130#2#CM087266.1:235061080-235219343(+,158168bp)	HG03130#2#CM087266.1:235483250-235683476(+,199445bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 1154333 bp)
HG03195_hap2_hprc_r2_v1.0.1	ok	35	77684588	17222295	0.6	76278266	73256379	2071216	744765	19	4	7	0	False		0	chain_both_flanks	HG03195#2#CM087084.1	228817618-228962383	HG03195#2#CM087084.1:228661294-228817618(+,156295bp)	HG03195#2#CM087084.1:228962383-229162784(+,199461bp)	
HG03209_hap2_hprc_r2_v1.0.1	ok	33	93068088	21786857	3.3	66835544	76324678	14365997	765185	17	0	4	0	False		0	chain_both_flanks	HG03209#2#JBHDWH010000041.1	88842262-89007447	HG03209#2#JBHDWH010000041.1:88684003-88842262(+,158167bp)	HG03209#2#JBHDWH010000041.1:89007447-89207959(+,199466bp)	
NA18522_hap2_hprc_r2_v1.0.1	ok	35	86618810	19515428	32.0	72272132	78934055	5247954	824573	15	3	1	0	True	NA18522#2#JBHDWD010000024.1,NA18522#2#JBHDWD010000037.1	2	chain_both_flanks	NA18522#2#CM087186.1	229094588-229319161	NA18522#2#CM087186.1:228937936-229094588(+,156612bp)	NA18522#2#CM087186.1:229319161-229519342(+,199402bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 161246 bp)
NA18747_hap2_hprc_r2_v1.0.1	ok	44	85351953	18930379	1.3	83154389	69129595	13889754	720376	19	0	6	1	False		0	chain_both_flanks	NA18747#2#JBHDWF010000011.1	91171340-91291716	NA18747#2#JBHDWF010000011.1:91013042-91171340(+,158197bp)	NA18747#2#JBHDWF010000011.1:91291716-91491353(+,199598bp)	
NA18971_hap2_hprc_r2_v1.0.1	ok	31	82780461	17702930	35.4	80648624	78338461	2089709	740063	14	6	3	0	True	NA18971#2#JBHDWL010000090.1	1	chain_both_flanks	NA18971#2#JBHDWL010000050.1	86230597-86370660	NA18971#2#JBHDWL010000050.1:86074267-86230597(+,156263bp)	NA18971#2#JBHDWL010000050.1:86370660-86570334(+,199588bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 187869 bp)
NA18983_hap2_hprc_r2_v1.0.1	ok	49	93311234	22412896	4.4	67903514	85294131	5667025	737850	24	3	8	1	False		0	chain_both_flanks	NA18983#2#CM087429.1	223949419-224087269	NA18983#2#CM087429.1:223791075-223949419(+,158229bp)	NA18983#2#CM087429.1:224087269-224286885(+,199577bp)	
NA19043_hap2_hprc_r2_v1.0.1	ok	34	79726039	18794520	30.7	64296427	75413056	1787759	913006	19	1	5	0	True	NA19043#2#JBHDVT010000032.1	1	chain_both_flanks	NA19043#2#JBHDVT010000002.1	86142806-86455812	NA19043#2#JBHDVT010000002.1:85984493-86142806(+,158210bp)	NA19043#2#JBHDVT010000002.1:86455812-86655667(+,199405bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 165114 bp)
NA20905_hap2_hprc_r2_v1.0.1	ok	49	95652425	21290420	32.7	93242414	78826401	14480640	733156	20	1	4	0	True	NA20905#2#JBHDWZ010000067.1	1	chain_both_flanks	NA20905#2#JBHDWZ010000001.1	91303197-91436353	NA20905#2#JBHDWZ010000001.1:91146486-91303197(+,156622bp)	NA20905#2#JBHDWZ010000001.1:91436353-91636705(+,199505bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 88479 bp)
HG01530_hap2_hprc_r2_v1.0.1	ok	42	107018234	25366518	42.1	65614313	96772439	7879727	753849	24	3	5	1	True	HG01530#2#JBHDXG010000030.1	1	chain_both_flanks	HG01530#2#CM087555.1	220872151-221026000	HG01530#2#CM087555.1:220713772-220872151(+,158317bp)	HG01530#2#CM087555.1:221026000-221225595(+,199562bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 1046681 bp)
HG01784_hap2_hprc_r2_v1.0.1	ok	26	88825318	20205990	0.5	87312587	79049072	7396402	767616	11	3	2	0	False		0	chain_both_flanks	HG01784#2#JBHDXI010000039.1	87561981-87729597	HG01784#2#JBHDXI010000039.1:87403643-87561981(+,158250bp)	HG01784#2#JBHDXI010000039.1:87729597-87929277(+,199629bp)	
HG02391_hap2_hprc_r2_v1.0.1	ok	34	89048699	21339783	41.3	76113370	74364701	12266340	805430	13	1	3	0	True	HG02391#2#JBHDXK010000024.1,HG02391#2#JBHDXK010000033.1	2	chain_both_flanks	HG02391#2#CM087609.1	226872455-227077885	HG02391#2#CM087609.1:226714212-226872455(+,158136bp)	HG02391#2#CM087609.1:227077885-227277574(+,199588bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 2223616 bp)
HG03471_hap2_hprc_r2_v1.0.1	ok	43	86438464	22349800	51.9	61465993	74346821	9718670	760745	14	1	3	1	True	HG03471#2#JBHDXE010000052.1,HG03471#2#JBHDXE010000102.1	2	chain_both_flanks	HG03471#2#JBHDXE010000066.1	86643456-86804201	HG03471#2#JBHDXE010000066.1:86485142-86643456(+,158222bp)	HG03471#2#JBHDXE010000066.1:86804201-87004558(+,199499bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (9 screened, 5872588 bp)
HG03742_hap2_hprc_r2_v1.0.1	ok	34	87879268	19227080	32.0	85664863	83939593	1473169	854278	18	0	7	0	True	HG03742#2#JBHDXM010000057.1,HG03742#2#JBHDXM010000071.1	2	chain_both_flanks	HG03742#2#JBHDXM010000006.1	90849937-91104215	HG03742#2#JBHDXM010000006.1:90691590-90849937(+,158243bp)	HG03742#2#JBHDXM010000006.1:91104215-91304598(+,199536bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 377420 bp)
NA18570_hap2_hprc_r2_v1.0.1	ok	22	73580874	16980643	37.9	60526671	66536670	4638114	793862	10	1	1	0	True	NA18570#2#JBHDXO010000026.1,NA18570#2#JBHDXO010000062.1	2	chain_both_flanks	NA18570#2#JBHDXO010000018.1	89927307-90121169	NA18570#2#JBHDXO010000018.1:89769008-89927307(+,158223bp)	NA18570#2#JBHDXO010000018.1:90121169-90321556(+,199544bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 239047 bp)
NA19087_hap2_hprc_r2_v1.0.1	ok	35	83676672	18690583	3.8	68577034	78124947	3174696	764801	14	1	5	0	False		0	chain_both_flanks	NA19087#2#JBHDXQ010000013.1	85203229-85368030	NA19087#2#JBHDXQ010000013.1:85044886-85203229(+,158241bp)	NA19087#2#JBHDXQ010000013.1:85368030-85568113(+,199575bp)	
NA19185_hap2_hprc_r2_v1.0.1	ok	36	83293511	17285545	26.6	80870739	79368524	1559111	753648	19	2	6	0	True	NA19185#2#JBHDXS010000020.1	1	chain_both_flanks	NA19185#2#CM087736.1	225601716-225755364	NA19185#2#CM087736.1:225444599-225601716(+,157001bp)	NA19185#2#CM087736.1:225755364-225955108(+,199362bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 728656 bp)
NA19338_hap2_hprc_r2_v1.0.1	ok	30	82225914	17521299	1.8	81090977	73514531	6228988	870167	12	4	4	0	False		0	chain_both_flanks	NA19338#2#JBHDXU010000015.1	87989607-88259774	NA19338#2#JBHDXU010000015.1:87831348-87989607(+,158158bp)	NA19338#2#JBHDXU010000015.1:88259774-88459965(+,199444bp)	
NA19391_hap2_hprc_r2_v1.0.1	ok	24	77681863	15540072	1.4	76362531	66753604	8523815	792216	15	1	3	1	False		0	chain_both_flanks	NA19391#2#JBHDXW010000036.1	85373839-85566055	NA19391#2#JBHDXW010000036.1:85215561-85373839(+,158180bp)	NA19391#2#JBHDXW010000036.1:85566055-85766248(+,199445bp)	
NA19468_hap2_hprc_r2_v1.0.1	ok	30	99140663	20568076	0.8	74101981	91328746	5423383	776315	14	2	5	0	False		0	chain_both_flanks	NA19468#2#JBHDXY010000007.1	87944833-88121148	NA19468#2#JBHDXY010000007.1:87786471-87944833(+,158240bp)	NA19468#2#JBHDXY010000007.1:88121148-88321133(+,199547bp)	
HG00438_mat_hprc_r2_v1.0.1	ok	36	86642264	19634883	22.6	85688036	79159347	5105623	765066	14	0	5	0	True	HG00438#2#JAHBCA020000028.1	1	chain_both_flanks	HG00438#2#CM089186.1	226769675-226934741	HG00438#2#CM089186.1:226611361-226769675(+,158225bp)	HG00438#2#CM089186.1:226934741-227134670(+,199490bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 172254 bp)
HG00558_mat_hprc_r2_v1.0.1	ok	24	78333605	17408020	23.0	64616204	72279958	3609119	832300	13	0	3	0	True	HG00558#2#JBHIHD010000029.1,HG00558#2#JBHIHD010000030.1,HG00558#2#JBHIHD010000066.1	3	chain_both_flanks	HG00558#2#CM088520.1	227135331-227367631	HG00558#2#CM088520.1:226977056-227135331(+,158190bp)	HG00558#2#CM088520.1:227367631-227567719(+,199576bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 1733659 bp)
HG00639_mat_hprc_r2_v1.0.1	ok	38	89548613	20505147	2.3	76403084	84693061	2359864	883460	17	1	7	0	False		0	chain_both_flanks	HG00639#2#CM088551.1	234121764-234405224	HG00639#2#CM088551.1:233963408-234121764(+,158233bp)	HG00639#2#CM088551.1:234405224-234605556(+,199493bp)	
HG00658_mat_hprc_r2_v1.0.1	ok	21	84906917	19120510	0.6	83260814	73821883	8642757	830049	10	0	1	1	False		0	chain_both_flanks	HG00658#2#JBHIHV010000007.1	79380042-79610091	HG00658#2#JBHIHV010000007.1:79221711-79380042(+,158213bp)	HG00658#2#JBHIHV010000007.1:79610091-79810479(+,199482bp)	
HG00673_mat_hprc_r2_v1.0.1	ok	24	78982428	19623527	37.3	65304150	74132872	2389593	847735	12	3	0	0	True	HG00673#2#JAHBBY020000052.1	1	chain_both_flanks	HG00673#2#JAHBBY020000041.1	22483854-22731589	HG00673#2#JAHBBY020000041.1:22325531-22483854(+,158244bp)	HG00673#2#JAHBBY020000041.1:22731589-22931681(+,199499bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 5673015 bp)
HG01071_mat_hprc_r2_v1.0.1	ok	37	96279669	22913047	2.7	71483152	87504310	6366613	796517	11	3	4	0	False		0	chain_both_flanks	HG01071#2#CM089127.1	224090138-224286655	HG01071#2#CM089127.1:223931802-224090138(+,158224bp)	HG01071#2#CM089127.1:224286655-224486625(+,199562bp)	
