sample	haplotype	hap_index	assembly_name	method	version	phasing	source	total_length	n_contigs	censat_rdna_n	censat_rdna_bp	chr13_contigs	chr13_t2t	chr13_gaps	chr13_n_random	chr13_rdna_bp	chr14_contigs	chr14_t2t	chr14_gaps	chr14_n_random	chr14_rdna_bp	chr15_contigs	chr15_t2t	chr15_gaps	chr15_n_random	chr15_rdna_bp	chr21_contigs	chr21_t2t	chr21_gaps	chr21_n_random	chr21_rdna_bp	chr22_contigs	chr22_t2t	chr22_gaps	chr22_n_random	chr22_rdna_bp	unplaced_rdna_bp	censat_source	missing_files	notes
NA18940	hap1	1	NA18940_hap1_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	2904760418	23	15.0	1351552.0				1	721475				1	234298				1	11993				1	0				1	368509	0	s3:working/HPP/NA18940/assemblies/release2/annotation/censat/NA18940_hap1_hprc_r2_v1.0.1.cenSat.bed		
NA18943	hap1	1	NA18943_hap1_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	2928042134	51	33.0	3974466.0				2	589855				3	520933				3	331967	NA18943#1#CM101669.1	scaffold	2	3	939056	NA18943#1#CM101670.1	scaffold	2	0	194873	1367096	s3:working/HPP/NA18943/assemblies/release2/annotation/censat/NA18943_hap1_hprc_r2_v1.0.1.cenSat.bed		
NA18944	hap1	1	NA18944_hap1_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	2930010287	54	31.0	4356313.0				1	95691				5	922401				1	137667	NA18944#1#CM101655.1	contig	0	3	921242	NA18944#1#CM101656.1	scaffold	4	1	1580112	683923	s3:working/HPP/NA18944/assemblies/release2/annotation/censat/NA18944_hap1_hprc_r2_v1.0.1.cenSat.bed		
NA18945	hap1	1	NA18945_hap1_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	2917234232	43	30.0	2275404.0				2	333945				2	520336				2	175272	NA18945#1#CM101625.1	scaffold	2	1	103336				2	656137	471101	s3:working/HPP/NA18945/assemblies/release2/annotation/censat/NA18945_hap1_hprc_r2_v1.0.1.cenSat.bed		
NA18948	hap1	1	NA18948_hap1_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	2911939063	50	31.0	4628070.0				1	498313				2	432148				1	11993				3	2093089				1	112870	975910	s3:working/HPP/NA18948/assemblies/release2/annotation/censat/NA18948_hap1_hprc_r2_v1.0.1.cenSat.bed		
NA18959	hap1	1	NA18959_hap1_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	2914544910	62	32.0	4777884.0				1	0				4	1000892				2	339660				3	463834	NA18959#1#CM101555.1	scaffold	1	3	2036197	925105	s3:working/HPP/NA18959/assemblies/release2/annotation/censat/NA18959_hap1_hprc_r2_v1.0.1.cenSat.bed		
NA18960	hap1	1	NA18960_hap1_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	2941018753	56	37.0	5015450.0	NA18960#1#CM101536.1	contig	0	3	1050655	NA18960#1#CM101537.1	scaffold	1	1	637150				2	199395				5	955199				3	1363785	793989	s3:working/HPP/NA18960/assemblies/release2/annotation/censat/NA18960_hap1_hprc_r2_v1.0.1.cenSat.bed		
NA18967	hap1	1	NA18967_hap1_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	2968374987	69	31.0	3175914.0				4	516716				4	550813				1	633531	NA18967#1#CM101507.1	scaffold	3	5	105199	NA18967#1#CM101508.1	scaffold	2	1	233571	1120807	s3:working/HPP/NA18967/assemblies/release2/annotation/censat/NA18967_hap1_hprc_r2_v1.0.1.cenSat.bed		
NA18970	hap1	1	NA18970_hap1_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	2923921428	48	25.0	3498983.0	NA18970#1#CM101474.1	contig	0	1	100385				7	1283472				2	125340				2	801080	NA18970#1#CM101478.1	scaffold	1	0	205339	968090	s3:working/HPP/NA18970/assemblies/release2/annotation/censat/NA18970_hap1_hprc_r2_v1.0.1.cenSat.bed		
NA18982	hap1	1	NA18982_hap1_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	2964553196	49	39.0	5957311.0	NA18982#1#CM101425.1	contig	0	0	77387				4	625766	NA18982#1#CM101426.1	scaffold	3	2	348710	NA18982#1#CM101428.1	scaffold	1	2	2587062				4	1341863	961246	s3:working/HPP/NA18982/assemblies/release2/annotation/censat/NA18982_hap1_hprc_r2_v1.0.1.cenSat.bed		
NA18940	hap2	2	NA18940_hap2_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	2989360231	25	16.0	1757880.0				2	1076544				1	126696				1	106298	NA18940#2#CM101728.1	scaffold	3	0	0	NA18940#2#CM101729.1	scaffold	5	0	407910	0	s3:working/HPP/NA18940/assemblies/release2/annotation/censat/NA18940_hap2_hprc_r2_v1.0.1.cenSat.bed		
NA18943	hap2	2	NA18943_hap2_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	3030799884	40	25.0	3700768.0				1	458191				1	57936				1	11993				2	1006107	NA18943#2#CM101699.1	scaffold	3	1	1454021	700292	s3:working/HPP/NA18943/assemblies/release2/annotation/censat/NA18943_hap2_hprc_r2_v1.0.1.cenSat.bed		
NA18944	hap2	2	NA18944_hap2_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	3046592783	76	47.0	4749632.0	NA18944#2#CM101680.1	scaffold	1	0	362963				5	1044805				2	79818				5	1354406				3	350927	1544485	s3:working/HPP/NA18944/assemblies/release2/annotation/censat/NA18944_hap2_hprc_r2_v1.0.1.cenSat.bed		
NA18945	hap2	2	NA18945_hap2_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	3013096913	53	29.0	2282531.0				4	240682				4	241095				1	132466	NA18945#2#CM101639.1	scaffold	2	3	1012519				2	158788	163701	s3:working/HPP/NA18945/assemblies/release2/annotation/censat/NA18945_hap2_hprc_r2_v1.0.1.cenSat.bed		
NA18948	hap2	2	NA18948_hap2_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	3051108770	62	38.0	5375738.0				2	95940				4	1374803				1	508700				3	1629846				2	802004	925794	s3:working/HPP/NA18948/assemblies/release2/annotation/censat/NA18948_hap2_hprc_r2_v1.0.1.cenSat.bed		
NA18959	hap2	2	NA18959_hap2_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	3071177540	71	52.0	5557897.0				3	879268				3	711479				2	110061	NA18959#2#CM101583.1	scaffold	2	2	801166	NA18959#2#CM101584.1	scaffold	5	3	1950891	994702	s3:working/HPP/NA18959/assemblies/release2/annotation/censat/NA18959_hap2_hprc_r2_v1.0.1.cenSat.bed		
NA18960	hap2	2	NA18960_hap2_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	3018903344	72	46.0	5455740.0	NA18960#2#CM101565.1	contig	0	1	543575				1	860488				1	153779				5	1416101	NA18960#2#CM101570.1	scaffold	3	3	415639	2016884	s3:working/HPP/NA18960/assemblies/release2/annotation/censat/NA18960_hap2_hprc_r2_v1.0.1.cenSat.bed		
NA18967	hap2	2	NA18967_hap2_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	3017786863	76	38.0	3829007.0	NA18967#2#CM101518.1	scaffold	3	5	518159				4	104172	NA18967#2#CM101519.1	scaffold	2	0	420339				4	103976				3	1087001	1413039	s3:working/HPP/NA18967/assemblies/release2/annotation/censat/NA18967_hap2_hprc_r2_v1.0.1.cenSat.bed		
NA18970	hap2	2	NA18970_hap2_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	3039068900	60	35.0	5486863.0				1	246373	NA18970#2#CM101486.1	contig	0	3	972100	NA18970#2#CM101487.1	scaffold	3	0	1334680	NA18970#2#CM101492.1	scaffold	1	2	1224502	NA18970#2#CM101493.1	scaffold	1	2	945210	751770	s3:working/HPP/NA18970/assemblies/release2/annotation/censat/NA18970_hap2_hprc_r2_v1.0.1.cenSat.bed		
NA18982	hap2	2	NA18982_hap2_hprc_r2_v1.0.1	hifiasm	0.19.8	hic	hpp	3015329384	69	46.0	6641780.0				5	331518				6	1023668	NA18982#2#CM101459.1	scaffold	1	1	723430				4	1197215	NA18982#2#CM101464.1	scaffold	1	4	908973	2416694	s3:working/HPP/NA18982/assemblies/release2/annotation/censat/NA18982_hap2_hprc_r2_v1.0.1.cenSat.bed		
NA20503	hap1	1	NA20503_hap1_hprc_r2_v1.0.1	verkko	2.2.1	hic	hpp	3011895543	38	22.0	400456.0	NA20503#1#CM102466.1	scaffold	2	1	218290	NA20503#1#CM102467.1	scaffold	1	0	78109				1	19020				1	3078				4	65322	7474	local:hprc_censat		
NA20762	hap1	1	NA20762_hap1_hprc_r2_v1.0.1	verkko	2.2.1	hic	hpp	2910590402	32	22.0	737293.0				1	145775	NA20762#1#CM102519.1	scaffold	1	1	113748				1	155909	NA20762#1#CM102522.1	scaffold	2	0	108483	NA20762#1#CM102523.1	scaffold	3	0	56255	141846	local:hprc_censat		
NA20806	hap1	1	NA20806_hap1_hprc_r2_v1.0.1	verkko	2.2.1	hic	hpp	2897340138	31	22.0	481643.0	NA20806#1#CM102449.1	scaffold	3	0	93866				1	56191				1	57733	NA20806#1#CM102453.1	scaffold	1	0	176740	NA20806#1#CM102454.1	scaffold	1	0	81836	0	local:hprc_censat		
NA20827	hap1	1	NA20827_hap1_hprc_r2_v1.0.1	verkko	2.2.1	hic	hpp	2915641356	42	22.0	841635.0	NA20827#1#CM102551.1	scaffold	2	3	147268				2	431284	NA20827#1#CM102552.1	scaffold	1	0	165207	NA20827#1#CM102558.1	scaffold	1	0	72587				1	10012	0	local:hprc_censat		
NA20503	hap2	2	NA20503_hap2_hprc_r2_v1.0.1	verkko	2.2.1	hic	hpp	3021981611	43	25.0	734100.0				3	52028	NA20503#2#CM102483.1	scaffold	1	0	79666	NA20503#2#CM102484.1	scaffold	1	0	215252	NA20503#2#CM102489.1	scaffold	2	0	44701	NA20503#2#CM102490.1	scaffold	1	0	39020	294265	local:hprc_censat		
NA20762	hap2	2	NA20762_hap2_hprc_r2_v1.0.1	verkko	2.2.1	hic	hpp	3016800655	36	18.0	532551.0				1	145758	NA20762#2#CM102534.1	scaffold	2	0	45444				1	13234	NA20762#2#CM102538.1	scaffold	1	0	30146				1	288801	0	local:hprc_censat		
NA20806	hap2	2	NA20806_hap2_hprc_r2_v1.0.1	verkko	2.2.1	hic	hpp	3051587412	35	22.0	455094.0				1	135462				2	63177	NA20806#2#CM102502.1	scaffold	1	1	163689	NA20806#2#CM102508.1	contig	0	0	55581				3	24957	0	local:hprc_censat		
NA20827	hap2	2	NA20827_hap2_hprc_r2_v1.0.1	verkko	2.2.1	hic	hpp	3029380097	40	24.0	878400.0	NA20827#2#CM102571.1	scaffold	2	2	442443	NA20827#2#CM102572.1	scaffold	7	0	72831	NA20827#2#CM102573.1	scaffold	1	0	80017	NA20827#2#CM102579.1	scaffold	2	0	144485	NA20827#2#CM102580.1	scaffold	2	0	102806	0	local:hprc_censat		
HG06807	pat	1	HG06807_pat_v1	verkko	2	trio	extramural	3025370803	23			HG06807#1#CM101407.1	NA	NA	0	0	HG06807#1#CM101408.1	NA	NA	0	0	HG06807#1#CM101409.1	NA	NA	0	0	HG06807#1#CM101415.1	NA	NA	0	0	HG06807#1#CM101416.1	NA	NA	0	0	0		alias,gaps,t2t,chain,censat	CenSat missing; chromAlias missing; derived from NCBI nuccore titles; gaps.bed missing; t2t_chromosomes.tsv missing; GRCh38 chain missing
HG06807	mat	2	HG06807_mat_v1	verkko	2	trio	extramural	3018902280	24			HG06807#2#CM101441.1	NA	NA	0	0	HG06807#2#CM101442.1	NA	NA	0	0	HG06807#2#CM101443.1	NA	NA	0	0	HG06807#2#CM101449.1	NA	NA	0	0	HG06807#2#CM101450.1	NA	NA	0	0	0		alias,gaps,t2t,chain,censat	CenSat missing; chromAlias missing; derived from NCBI nuccore titles; gaps.bed missing; t2t_chromosomes.tsv missing; GRCh38 chain missing
HG002	pat	1	hg002v1.1.pat	verkko	1.1	trio	extramural	2947895164	23	23.0	1376627.0	HG002#1#chr13	NA	NA	0	279021	HG002#1#chr14	NA	NA	0	295553	HG002#1#chr15	NA	NA	0	236706	HG002#1#chr21	NA	NA	0	274662	HG002#1#chr22	NA	NA	0	275417	0	substitute:s3:T2T/HG002/assemblies/annotation/centromere/hg002v1.1_v2.0/hg002v1.1.cenSatv2.0.PAT.bed	alias,gaps,t2t,censat	CenSat not in HPRC annotation; substituted s3:T2T/HG002/assemblies/annotation/centromere/hg002v1.1_v2.0/hg002v1.1.cenSatv2.0.PAT.bed; chromAlias missing; derived from PanSN contig names; gaps.bed missing; t2t_chromosomes.tsv missing
HG002	mat	2	hg002v1.1.mat_MT	verkko	1.1	trio	extramural	3051529554	24	24.0	1081615.0	HG002#2#chr13	NA	NA	0	250892	HG002#2#chr14	NA	NA	0	134451	HG002#2#chr15	NA	NA	0	155841	HG002#2#chr21	NA	NA	0	280788	HG002#2#chr22	NA	NA	0	247415	0	substitute:s3:T2T/HG002/assemblies/annotation/centromere/hg002v1.1_v2.0/hg002v1.1.cenSatv2.0.MAT.bed	alias,gaps,t2t,censat	CenSat not in HPRC annotation; substituted s3:T2T/HG002/assemblies/annotation/centromere/hg002v1.1_v2.0/hg002v1.1.cenSatv2.0.MAT.bed; chromAlias missing; derived from PanSN contig names; gaps.bed missing; t2t_chromosomes.tsv missing
GRCh38	ref	0	GCA_000001405.15_GRCh38_no_alt_analysis_set				extramural	3099922541	195			GRCh38#0#chr13	NA	20	0	0	GRCh38#0#chr14	NA	12	8	0	GRCh38#0#chr15	NA	19	1	0	GRCh38#0#chr21	NA	36	0	0	GRCh38#0#chr22	NA	27	9	0	0		alias,gaps,t2t,chain,censat	CenSat missing; chromAlias missing; derived from PanSN contig names; gaps.bed missing; N-runs on acrocentrics computed from local GRCh38 FASTA; t2t_chromosomes.tsv missing; GRCh38 chain missing
CHM13	ref	0	chm13v2.0_maskedY_rCRS				extramural	3117292070	25	5.0	9928083.0	CHM13#0#chr13	NA	NA	0	3577493	CHM13#0#chr14	NA	NA	0	718274	CHM13#0#chr15	NA	NA	0	2201043	CHM13#0#chr21	NA	NA	0	2504417	CHM13#0#chr22	NA	NA	0	926856	0	substitute:local:/Users/Kitty/git/NGS-DOSE/work/ref/chm13v2.0_censat_v2.1.bed	alias,gaps,t2t,chain,censat	CenSat not in HPRC annotation; substituted local:/Users/Kitty/git/NGS-DOSE/work/ref/chm13v2.0_censat_v2.1.bed; chromAlias missing; derived from PanSN contig names; gaps.bed missing; t2t_chromosomes.tsv missing; GRCh38 chain missing
